X,Y,dX_m,dY_m,Magnitude_m,YearPair
739425,1004265,0,0,0,2013-2015
739455,1004235,0,-30,30,2013-2015
739485,1004205,0,-30,30,2013-2015
739515,1004205,0,0,0,2013-2015
739545,1004175,0,0,0,2013-2015
739575,1004145,0,-30,30,2013-2015
739605,1004145,0,0,0,2013-2015
739635,1004115,0,0,0,2013-2015
739665,1004085,0,0,0,2013-2015
739695,1004055,0,0,0,2013-2015
739725,1004025,0,0,0,2013-2015
739755,1003995,0,-30,30,2013-2015
739785,1003965,0,-30,30,2013-2015
739815,1003935,0,-30,30,2013-2015
739845,1003935,0,0,0,2013-2015
739875,1003905,0,0,0,2013-2015
739905,1003875,0,0,0,2013-2015
739935,1003845,0,0,0,2013-2015
739965,1003815,0,0,0,2013-2015
739995,1003785,0,0,0,2013-2015
740025,1003755,0,0,0,2013-2015
740055,1003725,0,0,0,2013-2015
740085,1003695,0,0,0,2013-2015
740115,1003665,0,0,0,2013-2015
740145,1003635,0,0,0,2013-2015
740175,1003635,-30,0,30,2013-2015
740205,1003605,-30,0,30,2013-2015
740205,1003575,0,0,0,2013-2015
740235,1003545,0,0,0,2013-2015
740265,1003515,0,0,0,2013-2015
740295,1003485,0,0,0,2013-2015
740325,1003455,0,0,0,2013-2015
740355,1003425,0,0,0,2013-2015
740385,1003395,-30,0,30,2013-2015
740415,1003365,-30,0,30,2013-2015
740445,1003335,-30,0,30,2013-2015
740475,1003305,-30,0,30,2013-2015
740505,1003275,-30,0,30,2013-2015
740535,1003245,-30,0,30,2013-2015
740535,1003215,0,0,0,2013-2015
740565,1003185,0,0,0,2013-2015
740565,1003155,0,-30,30,2013-2015
740595,1003125,0,-30,30,2013-2015
740625,1003095,0,0,0,2013-2015
740655,1003065,0,0,0,2013-2015
740685,1003035,0,0,0,2013-2015
740685,1003005,0,-30,30,2013-2015
740715,1002975,0,0,0,2013-2015
740745,1002945,0,0,0,2013-2015
740775,1002915,0,0,0,2013-2015
740805,1002885,0,0,0,2013-2015
740835,1002855,0,0,0,2013-2015
740865,1002825,0,0,0,2013-2015
740895,1002795,0,0,0,2013-2015
740925,1002765,0,0,0,2013-2015
740955,1002735,0,0,0,2013-2015
740985,1002705,0,0,0,2013-2015
741015,1002675,0,-30,30,2013-2015
741045,1002645,0,-30,30,2013-2015
741075,1002615,0,-30,30,2013-2015
741105,1002585,0,-30,30,2013-2015
741135,1002555,0,-30,30,2013-2015
741165,1002525,30,-30,42.4264068711929,2013-2015
741195,1002495,30,-30,42.4264068711929,2013-2015
741225,1002465,0,-60,60,2013-2015
741255,1002435,30,-60,67.0820393249937,2013-2015
741255,1002405,60,-60,84.8528137423857,2013-2015
741285,1002375,60,-60,84.8528137423857,2013-2015
741315,1002345,60,-60,84.8528137423857,2013-2015
741345,1002345,30,-60,67.0820393249937,2013-2015
741375,1002315,60,-60,84.8528137423857,2013-2015
741405,1002285,60,-60,84.8528137423857,2013-2015
741435,1002255,60,-60,84.8528137423857,2013-2015
741465,1002255,30,-60,67.0820393249937,2013-2015
741495,1002225,30,-60,67.0820393249937,2013-2015
741525,1002195,30,-60,67.0820393249937,2013-2015
741555,1002165,30,-60,67.0820393249937,2013-2015
741585,1002135,30,-60,67.0820393249937,2013-2015
741615,1002135,30,-30,42.4264068711929,2013-2015
741645,1002105,30,-30,42.4264068711929,2013-2015
741675,1002105,0,-30,30,2013-2015
741705,1002075,0,-30,30,2013-2015
741735,1002045,30,0,30,2013-2015
741765,1002015,0,0,0,2013-2015
741765,1001985,0,0,0,2013-2015
741795,1001955,0,0,0,2013-2015
741795,1001925,0,0,0,2013-2015
741795,1001895,0,0,0,2013-2015
741795,1001865,0,0,0,2013-2015
741795,1001835,0,0,0,2013-2015
741795,1001805,0,0,0,2013-2015
741795,1001775,0,0,0,2013-2015
741795,1001745,0,0,0,2013-2015
741795,1001715,0,0,0,2013-2015
741825,1001685,-30,0,30,2013-2015
741825,1001655,0,0,0,2013-2015
741825,1001625,0,0,0,2013-2015
741825,1001595,0,0,0,2013-2015
741825,1001565,0,0,0,2013-2015
741825,1001535,0,0,0,2013-2015
741825,1001505,0,0,0,2013-2015
741855,1001475,0,0,0,2013-2015
741855,1001445,0,0,0,2013-2015
741855,1001415,0,0,0,2013-2015
741855,1001385,0,0,0,2013-2015
741855,1001355,0,-30,30,2013-2015
741855,1001325,30,0,30,2013-2015
741885,1001295,0,0,0,2013-2015
741885,1001265,0,0,0,2013-2015
741915,1001235,0,0,0,2013-2015
741915,1001205,0,0,0,2013-2015
741915,1001175,0,0,0,2013-2015
741945,1001145,0,0,0,2013-2015
741945,1001115,0,0,0,2013-2015
741945,1001085,0,0,0,2013-2015
741975,1001055,0,0,0,2013-2015
741975,1001025,0,-30,30,2013-2015
742005,1000995,0,0,0,2013-2015
742035,1000965,0,0,0,2013-2015
742035,1000935,0,-30,30,2013-2015
742035,1000905,30,0,30,2013-2015
742065,1000875,0,-30,30,2013-2015
742095,1000845,0,0,0,2013-2015
742095,1000815,0,-30,30,2013-2015
742095,1000785,30,0,30,2013-2015
742125,1000755,0,0,0,2013-2015
742155,1000725,-30,0,30,2013-2015
742155,1000695,0,0,0,2013-2015
742185,1000665,0,0,0,2013-2015
742215,1000635,-30,0,30,2013-2015
742215,1000605,0,0,0,2013-2015
742245,1000575,0,0,0,2013-2015
742275,1000545,0,0,0,2013-2015
742305,1000515,-30,0,30,2013-2015
742305,1000485,0,0,0,2013-2015
742335,1000455,-30,0,30,2013-2015
742365,1000425,0,30,30,2013-2015
742395,1000395,-30,0,30,2013-2015
742395,1000365,0,0,0,2013-2015
742425,1000335,0,0,0,2013-2015
742455,1000335,-30,0,30,2013-2015
742485,1000305,0,0,0,2013-2015
742515,1000275,0,0,0,2013-2015
742545,1000245,0,0,0,2013-2015
742575,1000245,0,0,0,2013-2015
742605,1000215,0,0,0,2013-2015
742635,1000185,0,-30,30,2013-2015
742665,1000185,0,0,0,2013-2015
742695,1000155,0,0,0,2013-2015
742725,1000125,0,-30,30,2013-2015
742755,1000125,0,0,0,2013-2015
742785,1000095,0,0,0,2013-2015
742815,1000095,0,0,0,2013-2015
742845,1000065,0,0,0,2013-2015
742875,1000065,-30,0,30,2013-2015
742905,1000035,0,0,0,2013-2015
742935,1000035,0,0,0,2013-2015
742965,1000035,-30,0,30,2013-2015
742995,1000005,0,0,0,2013-2015
743025,1000005,0,0,0,2013-2015
743055,999975,0,0,0,2013-2015
743085,999975,0,0,0,2013-2015
743115,999975,-30,0,30,2013-2015
743145,999945,-30,0,30,2013-2015
743175,999945,0,30,30,2013-2015
743205,999915,-30,0,30,2013-2015
743235,999885,0,0,0,2013-2015
743265,999885,-30,0,30,2013-2015
743295,999855,-30,0,30,2013-2015
743325,999855,0,30,30,2013-2015
743355,999825,-30,0,30,2013-2015
743355,999795,0,0,0,2013-2015
743385,999765,0,-30,30,2013-2015
743415,999735,0,-30,30,2013-2015
743445,999705,30,-30,42.4264068711929,2013-2015
743475,999705,0,-30,30,2013-2015
743505,999675,0,-30,30,2013-2015
743535,999675,0,-30,30,2013-2015
743565,999645,0,-30,30,2013-2015
743595,999615,0,-30,30,2013-2015
743625,999585,0,-30,30,2013-2015
743655,999585,0,0,0,2013-2015
743685,999555,0,0,0,2013-2015
743715,999525,0,-30,30,2013-2015
743745,999525,0,0,0,2013-2015
743775,999495,0,0,0,2013-2015
743805,999465,0,-30,30,2013-2015
743835,999465,0,0,0,2013-2015
743865,999435,0,0,0,2013-2015
743895,999405,0,-30,30,2013-2015
743925,999405,0,0,0,2013-2015
743955,999375,0,0,0,2013-2015
743985,999345,0,-30,30,2013-2015
744015,999345,0,0,0,2013-2015
744045,999315,0,0,0,2013-2015
744075,999285,0,-30,30,2013-2015
744105,999285,0,0,0,2013-2015
744135,999255,0,0,0,2013-2015
744165,999225,0,0,0,2013-2015
744195,999195,0,-30,30,2013-2015
744225,999195,0,0,0,2013-2015
744255,999165,0,0,0,2013-2015
744285,999135,0,0,0,2013-2015
744315,999105,0,0,0,2013-2015
744345,999075,0,0,0,2013-2015
744375,999045,0,0,0,2013-2015
744405,999015,0,0,0,2013-2015
744435,998985,0,0,0,2013-2015
744465,998955,0,0,0,2013-2015
744495,998925,0,0,0,2013-2015
744525,998895,0,0,0,2013-2015
744555,998865,0,0,0,2013-2015
744585,998835,-30,0,30,2013-2015
744615,998805,-30,0,30,2013-2015
744645,998775,-30,0,30,2013-2015
744675,998745,-30,0,30,2013-2015
744675,998715,0,0,0,2013-2015
744705,998685,-30,0,30,2013-2015
744735,998655,-30,0,30,2013-2015
744765,998625,-30,0,30,2013-2015
744795,998595,-30,0,30,2013-2015
744825,998565,-30,0,30,2013-2015
744855,998535,-30,0,30,2013-2015
744885,998505,-30,0,30,2013-2015
744915,998475,-30,30,42.4264068711929,2013-2015
744945,998445,-30,30,42.4264068711929,2013-2015
744975,998415,-30,30,42.4264068711929,2013-2015
745005,998385,-30,30,42.4264068711929,2013-2015
745035,998355,-30,30,42.4264068711929,2013-2015
745065,998325,-30,30,42.4264068711929,2013-2015
745095,998295,-30,30,42.4264068711929,2013-2015
745125,998265,-30,30,42.4264068711929,2013-2015
745125,998235,-30,0,30,2013-2015
745155,998205,-30,0,30,2013-2015
745185,998175,-30,0,30,2013-2015
745215,998145,-30,0,30,2013-2015
745245,998115,0,30,30,2013-2015
745275,998115,0,30,30,2013-2015
745305,998085,-30,0,30,2013-2015
745305,998055,0,0,0,2013-2015
745335,998025,0,-30,30,2013-2015
745365,998025,0,-30,30,2013-2015
745395,998025,0,0,0,2013-2015
745425,997995,0,-30,30,2013-2015
745455,997995,0,0,0,2013-2015
745485,997965,0,-30,30,2013-2015
745515,997965,0,0,0,2013-2015
745545,997935,0,0,0,2013-2015
745575,997905,0,-30,30,2013-2015
745605,997905,0,0,0,2013-2015
745635,997905,0,0,0,2013-2015
745665,997875,0,0,0,2013-2015
745695,997875,0,0,0,2013-2015
745725,997845,0,0,0,2013-2015
745755,997845,0,0,0,2013-2015
745785,997815,0,0,0,2013-2015
745815,997815,0,0,0,2013-2015
745845,997785,0,-30,30,2013-2015
745875,997785,0,0,0,2013-2015
745905,997755,0,-30,30,2013-2015
745935,997755,0,0,0,2013-2015
745965,997755,0,0,0,2013-2015
745995,997725,0,-30,30,2013-2015
746025,997725,0,0,0,2013-2015
746055,997725,-30,0,30,2013-2015
746085,997695,0,0,0,2013-2015
746115,997695,0,0,0,2013-2015
746145,997695,0,0,0,2013-2015
746175,997665,0,0,0,2013-2015
746205,997665,0,0,0,2013-2015
746235,997665,0,0,0,2013-2015
746265,997635,0,0,0,2013-2015
746295,997635,0,0,0,2013-2015
746325,997635,0,0,0,2013-2015
746355,997635,0,0,0,2013-2015
746385,997635,0,0,0,2013-2015
746415,997605,0,-30,30,2013-2015
746445,997605,0,-30,30,2013-2015
746475,997605,0,-30,30,2013-2015
746505,997605,0,-30,30,2013-2015
746535,997605,0,-30,30,2013-2015
746565,997605,0,0,0,2013-2015
746595,997605,0,0,0,2013-2015
746625,997605,0,0,0,2013-2015
746655,997605,0,0,0,2013-2015
746685,997605,0,0,0,2013-2015
746715,997605,0,0,0,2013-2015
746745,997605,0,0,0,2013-2015
746775,997605,0,0,0,2013-2015
746805,997605,0,0,0,2013-2015
746835,997605,-30,0,30,2013-2015
746865,997605,0,30,30,2013-2015
746895,997605,0,30,30,2013-2015
746925,997605,0,30,30,2013-2015
746955,997605,0,30,30,2013-2015
746985,997605,0,30,30,2013-2015
747015,997605,0,30,30,2013-2015
747045,997605,0,30,30,2013-2015
747075,997605,0,30,30,2013-2015
747105,997575,0,0,0,2013-2015
747135,997575,0,0,0,2013-2015
747165,997575,0,0,0,2013-2015
747195,997575,0,0,0,2013-2015
747225,997575,0,0,0,2013-2015
747255,997575,0,0,0,2013-2015
747285,997575,0,0,0,2013-2015
747315,997575,0,0,0,2013-2015
747345,997575,0,0,0,2013-2015
747375,997575,0,0,0,2013-2015
747405,997575,0,0,0,2013-2015
747435,997575,-30,0,30,2013-2015
747465,997575,0,30,30,2013-2015
747495,997575,0,30,30,2013-2015
747525,997545,0,0,0,2013-2015
747555,997545,0,0,0,2013-2015
747585,997545,-30,0,30,2013-2015
747615,997545,0,30,30,2013-2015
747645,997545,0,30,30,2013-2015
747675,997545,0,30,30,2013-2015
747705,997545,0,30,30,2013-2015
747735,997545,0,30,30,2013-2015
747765,997515,-30,0,30,2013-2015
747795,997515,0,30,30,2013-2015
747825,997515,0,30,30,2013-2015
747855,997515,-30,30,42.4264068711929,2013-2015
747885,997515,0,60,60,2013-2015
747915,997515,0,60,60,2013-2015
747945,997485,-30,30,42.4264068711929,2013-2015
747975,997485,0,60,60,2013-2015
748005,997455,0,30,30,2013-2015
748035,997455,-30,30,42.4264068711929,2013-2015
748065,997425,0,30,30,2013-2015
748095,997425,0,30,30,2013-2015
748125,997425,0,30,30,2013-2015
748155,997395,-30,0,30,2013-2015
748185,997395,0,30,30,2013-2015
748215,997395,0,30,30,2013-2015
748245,997365,0,0,0,2013-2015
748275,997365,0,0,0,2013-2015
748305,997365,-30,0,30,2013-2015
748335,997365,0,30,30,2013-2015
748365,997365,0,30,30,2013-2015
748395,997365,0,30,30,2013-2015
748425,997365,0,30,30,2013-2015
748455,997365,0,30,30,2013-2015
748485,997335,0,0,0,2013-2015
748515,997335,0,0,0,2013-2015
748545,997335,0,0,0,2013-2015
748575,997335,0,0,0,2013-2015
748605,997335,0,0,0,2013-2015
748635,997335,0,0,0,2013-2015
748665,997335,0,0,0,2013-2015
748695,997365,0,30,30,2013-2015
748725,997365,0,30,30,2013-2015
748755,997365,0,30,30,2013-2015
748785,997365,0,0,0,2013-2015
748815,997365,0,0,0,2013-2015
748845,997395,0,0,0,2013-2015
748875,997395,0,0,0,2013-2015
748905,997395,0,0,0,2013-2015
748935,997395,0,0,0,2013-2015
748965,997395,0,0,0,2013-2015
748995,997425,0,30,30,2013-2015
749025,997425,0,30,30,2013-2015
749055,997425,0,30,30,2013-2015
749085,997425,0,30,30,2013-2015
749115,997425,0,0,0,2013-2015
749145,997425,0,0,0,2013-2015
749175,997425,0,0,0,2013-2015
749205,997425,0,0,0,2013-2015
749235,997425,0,0,0,2013-2015
749265,997425,0,0,0,2013-2015
749295,997425,0,0,0,2013-2015
749325,997395,0,-30,30,2013-2015
749355,997395,0,0,0,2013-2015
749385,997395,0,0,0,2013-2015
749415,997395,0,0,0,2013-2015
749445,997395,0,0,0,2013-2015
749475,997395,0,0,0,2013-2015
749505,997395,0,0,0,2013-2015
749535,997395,0,0,0,2013-2015
749565,997365,0,0,0,2013-2015
749595,997365,0,0,0,2013-2015
749625,997365,0,0,0,2013-2015
749655,997365,-30,0,30,2013-2015
749685,997365,0,30,30,2013-2015
749715,997335,0,0,0,2013-2015
749745,997335,0,0,0,2013-2015
749775,997335,0,0,0,2013-2015
749805,997335,0,0,0,2013-2015
749835,997335,0,0,0,2013-2015
749865,997305,0,0,0,2013-2015
749895,997305,0,0,0,2013-2015
749925,997305,-30,0,30,2013-2015
749955,997305,0,30,30,2013-2015
749985,997275,0,0,0,2013-2015
750015,997275,-30,0,30,2013-2015
750045,997275,0,30,30,2013-2015
750075,997245,0,0,0,2013-2015
750105,997245,0,0,0,2013-2015
750135,997245,-30,0,30,2013-2015
750165,997215,0,0,0,2013-2015
750195,997215,-30,0,30,2013-2015
750225,997185,0,0,0,2013-2015
750255,997185,0,0,0,2013-2015
750285,997185,0,0,0,2013-2015
750315,997155,0,-30,30,2013-2015
750345,997155,0,0,0,2013-2015
750375,997125,0,0,0,2013-2015
750405,997125,0,0,0,2013-2015
750435,997125,0,0,0,2013-2015
750465,997125,-30,0,30,2013-2015
750495,997095,0,0,0,2013-2015
750525,997095,-30,0,30,2013-2015
750555,997065,0,0,0,2013-2015
750585,997065,-30,0,30,2013-2015
750615,997035,0,0,0,2013-2015
750645,997035,-30,0,30,2013-2015
750675,997005,-30,0,30,2013-2015
750705,996975,0,0,0,2013-2015
750735,996975,-30,0,30,2013-2015
750765,996975,0,30,30,2013-2015
750795,996945,-30,0,30,2013-2015
750825,996915,0,0,0,2013-2015
750855,996915,-30,0,30,2013-2015
750885,996885,0,0,0,2013-2015
750915,996885,-30,0,30,2013-2015
750945,996855,0,0,0,2013-2015
750975,996855,-30,0,30,2013-2015
751005,996825,0,0,0,2013-2015
751035,996795,0,0,0,2013-2015
751065,996795,0,0,0,2013-2015
751095,996765,0,0,0,2013-2015
751125,996765,-30,0,30,2013-2015
751155,996735,0,0,0,2013-2015
751185,996705,0,0,0,2013-2015
751215,996675,0,-30,30,2013-2015
751245,996675,0,0,0,2013-2015
751275,996645,0,-30,30,2013-2015
751305,996645,0,0,0,2013-2015
751335,996615,0,0,0,2013-2015
751365,996585,0,0,0,2013-2015
751395,996555,0,-30,30,2013-2015
751425,996555,0,0,0,2013-2015
751455,996555,0,0,0,2013-2015
751485,996525,0,0,0,2013-2015
751515,996495,0,0,0,2013-2015
751545,996495,0,0,0,2013-2015
751575,996465,0,0,0,2013-2015
751605,996435,0,-30,30,2013-2015
751635,996435,0,0,0,2013-2015
751665,996405,0,-30,30,2013-2015
751695,996405,0,0,0,2013-2015
751725,996375,0,0,0,2013-2015
751755,996375,0,0,0,2013-2015
751785,996345,0,-30,30,2013-2015
751815,996315,0,-30,30,2013-2015
751845,996315,0,-30,30,2013-2015
751875,996315,0,0,0,2013-2015
751905,996315,0,0,0,2013-2015
751935,996285,0,0,0,2013-2015
751965,996255,0,-30,30,2013-2015
751995,996255,0,0,0,2013-2015
752025,996225,0,-30,30,2013-2015
752055,996225,0,0,0,2013-2015
752085,996195,0,-30,30,2013-2015
752115,996195,0,0,0,2013-2015
752145,996165,0,-30,30,2013-2015
752175,996165,0,0,0,2013-2015
752205,996135,0,0,0,2013-2015
752235,996135,0,0,0,2013-2015
752265,996135,-30,0,30,2013-2015
752295,996105,0,0,0,2013-2015
752325,996105,-30,0,30,2013-2015
752355,996105,0,30,30,2013-2015
752385,996105,0,30,30,2013-2015
752415,996105,0,30,30,2013-2015
752445,996075,0,0,0,2013-2015
752475,996075,0,0,0,2013-2015
752505,996075,-30,0,30,2013-2015
752535,996075,0,30,30,2013-2015
752565,996045,0,0,0,2013-2015
752595,996045,0,0,0,2013-2015
752625,996015,0,0,0,2013-2015
752655,996015,0,0,0,2013-2015
752685,995985,0,0,0,2013-2015
752715,995985,0,0,0,2013-2015
752745,995955,0,0,0,2013-2015
752775,995955,0,0,0,2013-2015
752805,995925,0,0,0,2013-2015
752835,995925,0,0,0,2013-2015
752865,995895,0,0,0,2013-2015
752895,995895,0,0,0,2013-2015
752925,995865,0,0,0,2013-2015
752955,995835,0,-30,30,2013-2015
752985,995835,0,0,0,2013-2015
753015,995805,0,-30,30,2013-2015
753045,995805,0,0,0,2013-2015
753075,995775,0,-30,30,2013-2015
753105,995745,0,-30,30,2013-2015
753135,995745,0,0,0,2013-2015
753165,995715,0,-30,30,2013-2015
753195,995715,0,0,0,2013-2015
753225,995685,0,-30,30,2013-2015
753255,995685,0,0,0,2013-2015
753285,995655,0,0,0,2013-2015
753315,995655,0,0,0,2013-2015
753345,995625,0,0,0,2013-2015
753375,995595,0,0,0,2013-2015
753405,995595,0,0,0,2013-2015
753435,995565,0,0,0,2013-2015
753465,995565,0,0,0,2013-2015
753495,995535,0,0,0,2013-2015
753525,995505,0,0,0,2013-2015
753555,995475,0,-30,30,2013-2015
753585,995445,0,-30,30,2013-2015
753615,995445,0,0,0,2013-2015
753645,995415,0,0,0,2013-2015
753675,995385,0,0,0,2013-2015
753705,995385,0,0,0,2013-2015
753735,995355,0,0,0,2013-2015
753765,995325,0,0,0,2013-2015
753795,995325,0,0,0,2013-2015
753825,995295,0,0,0,2013-2015
753855,995295,-30,0,30,2013-2015
753885,995265,0,0,0,2013-2015
753915,995235,0,0,0,2013-2015
753945,995235,0,0,0,2013-2015
753975,995205,0,0,0,2013-2015
754005,995205,0,0,0,2013-2015
754035,995175,0,0,0,2013-2015
754065,995175,0,0,0,2013-2015
754095,995145,0,0,0,2013-2015
754125,995145,0,0,0,2013-2015
754155,995145,-30,0,30,2013-2015
754185,995115,0,0,0,2013-2015
754215,995115,-30,0,30,2013-2015
754245,995085,0,0,0,2013-2015
754275,995085,0,0,0,2013-2015
754305,995085,0,0,0,2013-2015
754335,995085,-30,0,30,2013-2015
754365,995085,0,30,30,2013-2015
754395,995055,0,0,0,2013-2015
754425,995055,0,0,0,2013-2015
754455,995055,0,0,0,2013-2015
754485,995055,-30,0,30,2013-2015
754515,995025,0,0,0,2013-2015
754545,995025,0,0,0,2013-2015
754575,995025,0,0,0,2013-2015
754605,995025,0,0,0,2013-2015
754635,995025,-30,0,30,2013-2015
754665,995025,0,30,30,2013-2015
754695,995025,0,30,30,2013-2015
754725,995025,0,30,30,2013-2015
754755,994995,0,0,0,2013-2015
754785,994995,-30,0,30,2013-2015
754815,994995,0,30,30,2013-2015
754845,994995,0,30,30,2013-2015
754875,994995,0,30,30,2013-2015
754905,994995,0,30,30,2013-2015
754935,994995,0,30,30,2013-2015
754965,994995,0,30,30,2013-2015
754995,994965,0,0,0,2013-2015
755025,994965,0,0,0,2013-2015
755055,994965,0,0,0,2013-2015
755085,994965,0,0,0,2013-2015
755115,994965,0,0,0,2013-2015
755145,994965,0,0,0,2013-2015
755175,994965,0,0,0,2013-2015
755205,994965,0,0,0,2013-2015
755235,994965,0,0,0,2013-2015
755265,994965,0,0,0,2013-2015
755295,994965,0,0,0,2013-2015
755325,994995,0,30,30,2013-2015
755355,994995,0,30,30,2013-2015
755385,994995,0,0,0,2013-2015
755415,994995,0,0,0,2013-2015
755445,994995,0,0,0,2013-2015
755475,994995,0,0,0,2013-2015
755505,995025,0,30,30,2013-2015
755535,995025,0,30,30,2013-2015
755565,995025,0,30,30,2013-2015
755595,995025,0,0,0,2013-2015
755625,995025,0,0,0,2013-2015
755655,995025,0,0,0,2013-2015
755685,995025,0,0,0,2013-2015
755715,995055,0,30,30,2013-2015
755745,995055,0,30,30,2013-2015
755775,995055,0,0,0,2013-2015
755805,995055,0,0,0,2013-2015
755835,995055,0,0,0,2013-2015
755865,995085,0,0,0,2013-2015
755895,995085,0,0,0,2013-2015
755925,995115,0,0,0,2013-2015
755955,995115,0,0,0,2013-2015
755985,995115,-30,0,30,2013-2015
756015,995145,0,0,0,2013-2015
756045,995175,0,30,30,2013-2015
756075,995175,0,30,30,2013-2015
756105,995175,0,0,0,2013-2015
756135,995205,0,0,0,2013-2015
756165,995205,0,0,0,2013-2015
756195,995235,0,30,30,2013-2015
756225,995235,0,30,30,2013-2015
756255,995235,0,0,0,2013-2015
756285,995265,0,0,0,2013-2015
756315,995265,0,0,0,2013-2015
756345,995295,0,30,30,2013-2015
756375,995295,0,30,30,2013-2015
756405,995295,0,0,0,2013-2015
756435,995295,0,0,0,2013-2015
756465,995325,0,30,30,2013-2015
756495,995325,0,30,30,2013-2015
756525,995325,0,0,0,2013-2015
756555,995355,0,0,0,2013-2015
756585,995355,0,0,0,2013-2015
756615,995355,-30,0,30,2013-2015
756645,995385,0,0,0,2013-2015
756675,995385,0,0,0,2013-2015
756705,995385,0,0,0,2013-2015
756735,995385,0,0,0,2013-2015
756765,995415,0,0,0,2013-2015
756795,995415,-30,0,30,2013-2015
756825,995415,0,-30,30,2013-2015
756855,995445,0,0,0,2013-2015
756885,995445,0,0,0,2013-2015
756915,995445,0,0,0,2013-2015
756945,995475,0,0,0,2013-2015
756975,995475,0,0,0,2013-2015
757005,995475,-30,0,30,2013-2015
757035,995505,0,0,0,2013-2015
757065,995505,0,0,0,2013-2015
757095,995505,0,0,0,2013-2015
757125,995535,0,0,0,2013-2015
757155,995535,0,0,0,2013-2015
757185,995565,0,0,0,2013-2015
757215,995565,0,0,0,2013-2015
757245,995595,0,30,30,2013-2015
757275,995595,0,30,30,2013-2015
757305,995595,0,0,0,2013-2015
757335,995595,0,0,0,2013-2015
757365,995595,-30,0,30,2013-2015
757395,995625,0,0,0,2013-2015
757425,995625,0,0,0,2013-2015
757455,995625,-30,0,30,2013-2015
757485,995625,0,-30,30,2013-2015
757515,995625,0,-30,30,2013-2015
757545,995655,-30,0,30,2013-2015
757575,995655,0,-30,30,2013-2015
757605,995655,0,-30,30,2013-2015
757635,995655,0,-30,30,2013-2015
757665,995655,0,-30,30,2013-2015
757695,995655,0,-30,30,2013-2015
757725,995655,0,-30,30,2013-2015
757755,995685,-30,0,30,2013-2015
757785,995685,0,-30,30,2013-2015
757815,995685,0,-30,30,2013-2015
757845,995685,0,0,0,2013-2015
757875,995685,0,0,0,2013-2015
757905,995685,-30,0,30,2013-2015
757935,995685,0,-30,30,2013-2015
757965,995685,0,-30,30,2013-2015
757995,995685,0,-30,30,2013-2015
758025,995685,0,0,0,2013-2015
758055,995685,0,0,0,2013-2015
758085,995685,-30,0,30,2013-2015
758115,995685,0,-30,30,2013-2015
758145,995685,0,-30,30,2013-2015
758175,995685,0,-30,30,2013-2015
758205,995685,0,-30,30,2013-2015
758235,995685,0,-30,30,2013-2015
758265,995715,0,0,0,2013-2015
758295,995715,0,0,0,2013-2015
758325,995715,0,0,0,2013-2015
758355,995715,0,0,0,2013-2015
758385,995715,0,0,0,2013-2015
758415,995715,0,0,0,2013-2015
758445,995715,-30,0,30,2013-2015
758475,995715,0,-30,30,2013-2015
758505,995715,0,-30,30,2013-2015
758535,995715,0,-30,30,2013-2015
758565,995715,0,-30,30,2013-2015
758595,995715,0,-30,30,2013-2015
758625,995715,0,-30,30,2013-2015
758655,995715,0,-30,30,2013-2015
758685,995715,0,-30,30,2013-2015
758715,995715,0,-30,30,2013-2015
758745,995715,0,-30,30,2013-2015
758775,995715,0,-30,30,2013-2015
758805,995715,0,-30,30,2013-2015
758835,995715,0,-30,30,2013-2015
758865,995715,0,-30,30,2013-2015
758895,995715,0,0,0,2013-2015
758925,995715,0,0,0,2013-2015
758955,995715,0,0,0,2013-2015
758985,995715,0,0,0,2013-2015
759015,995715,0,0,0,2013-2015
759045,995715,0,0,0,2013-2015
759075,995715,0,0,0,2013-2015
759105,995715,0,0,0,2013-2015
759135,995715,0,0,0,2013-2015
759165,995715,0,0,0,2013-2015
759195,995715,0,0,0,2013-2015
759225,995685,0,0,0,2013-2015
759255,995685,0,0,0,2013-2015
759285,995685,0,0,0,2013-2015
759315,995685,0,0,0,2013-2015
759345,995685,0,0,0,2013-2015
759375,995655,0,0,0,2013-2015
759405,995655,0,0,0,2013-2015
759435,995625,0,0,0,2013-2015
759465,995625,0,0,0,2013-2015
759495,995625,-30,0,30,2013-2015
759525,995595,0,0,0,2013-2015
759555,995595,0,0,0,2013-2015
759585,995595,-30,0,30,2013-2015
759615,995565,0,0,0,2013-2015
759645,995565,0,0,0,2013-2015
759675,995565,-30,0,30,2013-2015
759705,995565,0,30,30,2013-2015
759735,995535,-30,0,30,2013-2015
759765,995535,-30,30,42.4264068711929,2013-2015
759795,995505,0,30,30,2013-2015
759825,995475,-30,0,30,2013-2015
759855,995475,0,30,30,2013-2015
759885,995445,-30,0,30,2013-2015
759915,995445,0,30,30,2013-2015
759945,995415,-30,0,30,2013-2015
759975,995415,0,30,30,2013-2015
760005,995385,-30,0,30,2013-2015
760035,995355,0,0,0,2013-2015
760065,995355,-30,0,30,2013-2015
760095,995325,0,0,0,2013-2015
760125,995325,-30,0,30,2013-2015
760155,995295,0,0,0,2013-2015
760185,995265,0,0,0,2013-2015
760215,995265,-30,0,30,2013-2015
760245,995235,0,0,0,2013-2015
760275,995235,-30,0,30,2013-2015
760305,995205,0,0,0,2013-2015
760335,995205,0,0,0,2013-2015
760365,995175,0,0,0,2013-2015
760395,995145,0,0,0,2013-2015
760425,995115,0,0,0,2013-2015
