X,Y,dX_m,dY_m,Magnitude_m,YearPair
769635,992475,0,-30,30,2003-2005
769665,992445,0,-30,30,2003-2005
769695,992415,0,-30,30,2003-2005
769725,992385,0,0,0,2003-2005
769725,992355,0,-30,30,2003-2005
769755,992325,0,-30,30,2003-2005
769785,992295,0,-30,30,2003-2005
769815,992265,0,-30,30,2003-2005
769845,992235,0,-30,30,2003-2005
769875,992205,0,0,0,2003-2005
769905,992175,0,0,0,2003-2005
769935,992145,0,0,0,2003-2005
769965,992115,0,0,0,2003-2005
769965,992085,0,0,0,2003-2005
769995,992055,0,0,0,2003-2005
769995,992025,0,-30,30,2003-2005
770025,991995,0,-30,30,2003-2005
770055,991965,0,-30,30,2003-2005
770085,991935,0,-30,30,2003-2005
770085,991905,30,0,30,2003-2005
770085,991875,30,-30,42.4264068711929,2003-2005
770115,991845,30,-30,42.4264068711929,2003-2005
770145,991845,0,-30,30,2003-2005
770175,991815,0,0,0,2003-2005
770205,991785,0,0,0,2003-2005
770235,991755,0,0,0,2003-2005
770265,991725,0,0,0,2003-2005
770265,991695,0,-30,30,2003-2005
770295,991665,0,-30,30,2003-2005
770325,991635,0,-30,30,2003-2005
770355,991605,0,0,0,2003-2005
770385,991575,0,0,0,2003-2005
770415,991545,0,0,0,2003-2005
770415,991515,0,-30,30,2003-2005
770445,991485,0,0,0,2003-2005
770475,991455,0,0,0,2003-2005
770475,991425,0,-30,30,2003-2005
770505,991395,0,-30,30,2003-2005
770535,991365,0,-30,30,2003-2005
770535,991335,0,-60,60,2003-2005
770565,991305,30,-30,42.4264068711929,2003-2005
770565,991275,30,-60,67.0820393249937,2003-2005
770595,991245,30,-60,67.0820393249937,2003-2005
770625,991245,30,-30,42.4264068711929,2003-2005
770655,991215,30,-30,42.4264068711929,2003-2005
770685,991185,30,-30,42.4264068711929,2003-2005
770715,991155,30,-30,42.4264068711929,2003-2005
770745,991125,0,-60,60,2003-2005
770775,991095,30,-30,42.4264068711929,2003-2005
770805,991065,30,-30,42.4264068711929,2003-2005
770835,991035,30,-30,42.4264068711929,2003-2005
770865,991005,30,0,30,2003-2005
770895,990975,0,-30,30,2003-2005
770925,990975,0,0,0,2003-2005
770955,990945,0,0,0,2003-2005
770985,990915,0,0,0,2003-2005
771015,990885,-30,0,30,2003-2005
771015,990855,0,0,0,2003-2005
771045,990825,0,0,0,2003-2005
771075,990795,0,0,0,2003-2005
771105,990765,0,0,0,2003-2005
771135,990735,0,0,0,2003-2005
771165,990705,0,0,0,2003-2005
771195,990675,0,0,0,2003-2005
771225,990645,0,0,0,2003-2005
771255,990615,0,0,0,2003-2005
771285,990585,0,0,0,2003-2005
771315,990555,0,0,0,2003-2005
771345,990555,-30,0,30,2003-2005
771375,990525,-30,0,30,2003-2005
771405,990495,-30,0,30,2003-2005
771435,990465,-30,0,30,2003-2005
771465,990435,-30,0,30,2003-2005
771495,990405,-30,0,30,2003-2005
771525,990375,0,0,0,2003-2005
771555,990345,0,0,0,2003-2005
771585,990345,-30,0,30,2003-2005
771615,990315,0,0,0,2003-2005
771645,990285,0,0,0,2003-2005
771675,990255,0,0,0,2003-2005
771705,990225,0,-30,30,2003-2005
771735,990225,0,0,0,2003-2005
771765,990195,0,0,0,2003-2005
771795,990195,0,0,0,2003-2005
771825,990165,0,0,0,2003-2005
771855,990165,-30,0,30,2003-2005
771885,990135,0,0,0,2003-2005
771915,990135,-30,0,30,2003-2005
771945,990105,0,0,0,2003-2005
771975,990105,-30,0,30,2003-2005
772005,990075,0,0,0,2003-2005
772035,990045,0,0,0,2003-2005
772065,990045,0,0,0,2003-2005
772095,990015,0,0,0,2003-2005
772125,990015,0,0,0,2003-2005
772155,989985,0,0,0,2003-2005
772185,989985,-30,0,30,2003-2005
772215,989955,0,0,0,2003-2005
772245,989955,-30,0,30,2003-2005
772275,989925,0,0,0,2003-2005
772305,989925,-30,0,30,2003-2005
772335,989895,0,0,0,2003-2005
772365,989865,0,0,0,2003-2005
772395,989865,0,0,0,2003-2005
772425,989865,-30,0,30,2003-2005
772455,989835,0,0,0,2003-2005
772485,989805,0,0,0,2003-2005
772515,989805,-30,0,30,2003-2005
772545,989775,0,0,0,2003-2005
772575,989745,0,-30,30,2003-2005
772605,989745,0,0,0,2003-2005
772635,989715,0,0,0,2003-2005
730725,1010955,0,30,30,2005-2007
730755,1010925,-30,0,30,2005-2007
730755,1010895,0,0,0,2005-2007
730785,1010865,0,0,0,2005-2007
730815,1010835,0,0,0,2005-2007
730845,1010835,0,0,0,2005-2007
730875,1010805,0,0,0,2005-2007
730905,1010805,0,0,0,2005-2007
730935,1010775,0,0,0,2005-2007
730965,1010775,0,0,0,2005-2007
730995,1010745,0,0,0,2005-2007
731025,1010745,0,0,0,2005-2007
731055,1010715,0,0,0,2005-2007
731085,1010715,0,0,0,2005-2007
731115,1010685,0,0,0,2005-2007
731145,1010685,0,0,0,2005-2007
731175,1010685,-30,0,30,2005-2007
731205,1010655,0,0,0,2005-2007
731235,1010655,-30,0,30,2005-2007
731265,1010655,-30,30,42.4264068711929,2005-2007
731295,1010625,0,30,30,2005-2007
731325,1010625,0,30,30,2005-2007
731355,1010595,-30,0,30,2005-2007
731385,1010595,-30,30,42.4264068711929,2005-2007
731415,1010565,0,30,30,2005-2007
731445,1010565,0,30,30,2005-2007
731475,1010565,-30,30,42.4264068711929,2005-2007
731505,1010535,0,30,30,2005-2007
731535,1010535,0,30,30,2005-2007
731565,1010535,-30,30,42.4264068711929,2005-2007
731595,1010535,-60,30,67.0820393249937,2005-2007
731625,1010505,0,60,60,2005-2007
731655,1010505,0,60,60,2005-2007
731685,1010475,-30,30,42.4264068711929,2005-2007
731715,1010475,0,60,60,2005-2007
731745,1010475,0,60,60,2005-2007
731775,1010445,-30,30,42.4264068711929,2005-2007
731805,1010445,0,60,60,2005-2007
731835,1010445,-30,60,67.0820393249937,2005-2007
731865,1010415,0,60,60,2005-2007
731895,1010415,0,60,60,2005-2007
731925,1010415,-30,60,67.0820393249937,2005-2007
731955,1010385,0,60,60,2005-2007
731985,1010385,0,60,60,2005-2007
732015,1010355,0,30,30,2005-2007
732045,1010355,0,30,30,2005-2007
732075,1010355,0,30,30,2005-2007
732105,1010325,0,0,0,2005-2007
732135,1010325,-30,0,30,2005-2007
732165,1010325,0,30,30,2005-2007
732195,1010295,0,0,0,2005-2007
732225,1010295,0,0,0,2005-2007
732255,1010295,0,0,0,2005-2007
732285,1010295,0,0,0,2005-2007
732315,1010265,0,-30,30,2005-2007
732345,1010265,0,0,0,2005-2007
732375,1010265,0,0,0,2005-2007
732405,1010265,0,0,0,2005-2007
732435,1010265,0,0,0,2005-2007
732465,1010265,0,0,0,2005-2007
732495,1010265,0,0,0,2005-2007
732525,1010265,0,0,0,2005-2007
732555,1010265,-30,0,30,2005-2007
732585,1010235,0,0,0,2005-2007
732615,1010235,0,0,0,2005-2007
732645,1010235,0,0,0,2005-2007
732675,1010235,0,0,0,2005-2007
732705,1010235,0,0,0,2005-2007
732735,1010235,0,0,0,2005-2007
732765,1010205,0,-30,30,2005-2007
732795,1010205,0,-30,30,2005-2007
732825,1010205,0,-30,30,2005-2007
732855,1010205,0,-30,30,2005-2007
732885,1010205,0,0,0,2005-2007
732915,1010175,0,-30,30,2005-2007
732945,1010175,0,-30,30,2005-2007
732975,1010175,0,0,0,2005-2007
733005,1010175,0,0,0,2005-2007
733035,1010145,0,-30,30,2005-2007
733065,1010145,0,-30,30,2005-2007
733095,1010145,0,-30,30,2005-2007
733125,1010115,0,-30,30,2005-2007
733155,1010115,0,-30,30,2005-2007
733185,1010115,0,-30,30,2005-2007
733215,1010115,0,0,0,2005-2007
733245,1010085,0,-30,30,2005-2007
733275,1010085,0,-30,30,2005-2007
733305,1010085,0,0,0,2005-2007
733335,1010055,0,-30,30,2005-2007
733365,1010055,0,-30,30,2005-2007
733395,1010055,0,0,0,2005-2007
733425,1010055,0,0,0,2005-2007
733455,1010055,-30,0,30,2005-2007
733485,1010025,0,0,0,2005-2007
733515,1010025,-30,0,30,2005-2007
733545,1009995,0,0,0,2005-2007
733575,1009995,0,0,0,2005-2007
733605,1009995,0,0,0,2005-2007
733635,1009965,0,-30,30,2005-2007
733665,1009965,0,-30,30,2005-2007
733695,1009965,0,0,0,2005-2007
733725,1009965,0,0,0,2005-2007
733755,1009935,0,-30,30,2005-2007
733785,1009935,0,-30,30,2005-2007
733815,1009935,0,0,0,2005-2007
733845,1009905,0,-30,30,2005-2007
733875,1009905,0,-30,30,2005-2007
733905,1009905,0,0,0,2005-2007
733935,1009875,0,-30,30,2005-2007
733965,1009875,0,0,0,2005-2007
733995,1009875,0,0,0,2005-2007
734025,1009845,0,0,0,2005-2007
734055,1009845,0,0,0,2005-2007
734085,1009845,0,0,0,2005-2007
734115,1009815,0,-30,30,2005-2007
734145,1009785,0,-30,30,2005-2007
734175,1009785,0,-30,30,2005-2007
734205,1009785,0,0,0,2005-2007
734235,1009785,0,0,0,2005-2007
734265,1009755,0,0,0,2005-2007
734295,1009755,0,0,0,2005-2007
734325,1009725,0,-30,30,2005-2007
734355,1009725,0,0,0,2005-2007
734385,1009725,0,0,0,2005-2007
734415,1009725,0,0,0,2005-2007
734445,1009695,0,0,0,2005-2007
734475,1009695,0,0,0,2005-2007
734505,1009665,0,-30,30,2005-2007
734535,1009665,0,-30,30,2005-2007
734565,1009665,0,0,0,2005-2007
734595,1009665,0,0,0,2005-2007
734625,1009635,0,-30,30,2005-2007
734655,1009635,0,0,0,2005-2007
734685,1009635,0,0,0,2005-2007
734715,1009605,0,-30,30,2005-2007
734745,1009605,0,0,0,2005-2007
734775,1009605,0,0,0,2005-2007
734805,1009605,0,0,0,2005-2007
734835,1009575,0,-30,30,2005-2007
734865,1009575,0,0,0,2005-2007
734895,1009545,0,-30,30,2005-2007
734925,1009545,0,-30,30,2005-2007
734955,1009545,0,0,0,2005-2007
734985,1009545,0,0,0,2005-2007
735015,1009545,0,0,0,2005-2007
735045,1009545,-30,0,30,2005-2007
735075,1009545,0,30,30,2005-2007
735105,1009545,0,30,30,2005-2007
735135,1009515,-30,0,30,2005-2007
735165,1009515,0,30,30,2005-2007
735195,1009515,0,30,30,2005-2007
735225,1009485,-30,0,30,2005-2007
735255,1009455,0,0,0,2005-2007
735285,1009425,0,-30,30,2005-2007
735315,1009395,0,-60,60,2005-2007
735345,1009365,30,-60,67.0820393249937,2005-2007
735375,1009365,0,-60,60,2005-2007
735405,1009335,30,-60,67.0820393249937,2005-2007
735435,1009305,30,-60,67.0820393249937,2005-2007
735465,1009305,30,-30,42.4264068711929,2005-2007
735495,1009275,30,-30,42.4264068711929,2005-2007
735525,1009245,30,-30,42.4264068711929,2005-2007
735555,1009215,30,-30,42.4264068711929,2005-2007
735585,1009215,0,-30,30,2005-2007
735615,1009185,0,-30,30,2005-2007
735615,1009155,30,-30,42.4264068711929,2005-2007
735645,1009125,30,-30,42.4264068711929,2005-2007
735675,1009095,30,0,30,2005-2007
735705,1009095,0,0,0,2005-2007
735735,1009065,-30,0,30,2005-2007
735765,1009035,0,0,0,2005-2007
735795,1009035,0,0,0,2005-2007
735825,1009005,0,0,0,2005-2007
735855,1008975,0,-30,30,2005-2007
735885,1008975,0,0,0,2005-2007
735915,1008945,0,0,0,2005-2007
735945,1008915,0,-30,30,2005-2007
735975,1008915,0,0,0,2005-2007
736005,1008885,0,0,0,2005-2007
736035,1008855,0,-30,30,2005-2007
736065,1008855,0,0,0,2005-2007
736095,1008825,0,-30,30,2005-2007
736125,1008825,0,0,0,2005-2007
736155,1008795,0,0,0,2005-2007
736185,1008795,0,0,0,2005-2007
736215,1008765,0,0,0,2005-2007
736245,1008735,0,0,0,2005-2007
736275,1008705,0,0,0,2005-2007
736305,1008675,0,0,0,2005-2007
736335,1008645,0,-30,30,2005-2007
736365,1008615,0,-30,30,2005-2007
736395,1008585,0,-30,30,2005-2007
736425,1008585,0,0,0,2005-2007
736455,1008555,0,0,0,2005-2007
736485,1008525,0,0,0,2005-2007
736515,1008495,0,0,0,2005-2007
736515,1008465,0,-30,30,2005-2007
736545,1008435,30,-30,42.4264068711929,2005-2007
736575,1008405,30,-30,42.4264068711929,2005-2007
736605,1008375,30,-30,42.4264068711929,2005-2007
736635,1008345,30,-30,42.4264068711929,2005-2007
736665,1008315,30,-30,42.4264068711929,2005-2007
736695,1008285,30,-30,42.4264068711929,2005-2007
736725,1008285,0,-30,30,2005-2007
736755,1008255,0,-30,30,2005-2007
736785,1008225,0,0,0,2005-2007
736785,1008195,0,-30,30,2005-2007
736815,1008165,0,-30,30,2005-2007
736845,1008135,0,-30,30,2005-2007
736875,1008105,0,-30,30,2005-2007
736905,1008075,0,0,0,2005-2007
736935,1008045,0,0,0,2005-2007
736965,1008015,0,0,0,2005-2007
736995,1007985,0,0,0,2005-2007
737025,1007955,0,-30,30,2005-2007
737025,1007925,30,0,30,2005-2007
737055,1007895,0,0,0,2005-2007
737085,1007865,0,0,0,2005-2007
737115,1007835,0,0,0,2005-2007
737145,1007805,0,0,0,2005-2007
737175,1007775,0,0,0,2005-2007
737205,1007745,0,0,0,2005-2007
737235,1007715,0,0,0,2005-2007
737235,1007685,0,-30,30,2005-2007
737265,1007655,0,-30,30,2005-2007
737295,1007625,0,-30,30,2005-2007
737325,1007595,0,0,0,2005-2007
737325,1007565,0,-30,30,2005-2007
737355,1007535,0,-30,30,2005-2007
737385,1007505,0,-30,30,2005-2007
737415,1007475,0,-30,30,2005-2007
737445,1007445,0,0,0,2005-2007
737445,1007415,0,0,0,2005-2007
737475,1007385,0,0,0,2005-2007
737475,1007355,0,-30,30,2005-2007
737505,1007325,0,0,0,2005-2007
737535,1007295,0,0,0,2005-2007
737565,1007265,0,0,0,2005-2007
737565,1007235,0,-30,30,2005-2007
737595,1007205,0,0,0,2005-2007
737625,1007175,0,0,0,2005-2007
737655,1007145,0,0,0,2005-2007
737655,1007115,0,-30,30,2005-2007
737685,1007085,0,-30,30,2005-2007
737715,1007055,0,-30,30,2005-2007
737745,1007025,0,-30,30,2005-2007
737745,1006995,30,-30,42.4264068711929,2005-2007
737775,1006965,30,-30,42.4264068711929,2005-2007
737805,1006935,30,-30,42.4264068711929,2005-2007
737835,1006905,30,-30,42.4264068711929,2005-2007
737865,1006875,30,0,30,2005-2007
737865,1006845,30,-30,42.4264068711929,2005-2007
737895,1006815,30,-30,42.4264068711929,2005-2007
737925,1006785,30,0,30,2005-2007
737955,1006755,0,-30,30,2005-2007
737985,1006725,0,-30,30,2005-2007
737985,1006695,30,0,30,2005-2007
737985,1006665,30,-30,42.4264068711929,2005-2007
738015,1006635,30,-30,42.4264068711929,2005-2007
738015,1006605,60,0,60,2005-2007
738045,1006575,30,0,30,2005-2007
738075,1006545,0,0,0,2005-2007
738075,1006515,0,0,0,2005-2007
738105,1006485,0,0,0,2005-2007
738105,1006455,0,0,0,2005-2007
738135,1006425,0,0,0,2005-2007
738135,1006395,0,0,0,2005-2007
738135,1006365,0,0,0,2005-2007
738165,1006335,0,0,0,2005-2007
738165,1006305,0,0,0,2005-2007
738165,1006275,0,-30,30,2005-2007
738195,1006245,0,0,0,2005-2007
738225,1006215,-30,0,30,2005-2007
738255,1006185,-30,0,30,2005-2007
738255,1006155,0,0,0,2005-2007
738255,1006125,0,0,0,2005-2007
738285,1006095,0,0,0,2005-2007
738285,1006065,0,0,0,2005-2007
738285,1006035,0,-30,30,2005-2007
738315,1006005,0,0,0,2005-2007
738315,1005975,0,-30,30,2005-2007
738345,1005945,0,-30,30,2005-2007
738375,1005915,0,0,0,2005-2007
738375,1005885,0,-30,30,2005-2007
738405,1005855,0,0,0,2005-2007
738405,1005825,0,-30,30,2005-2007
738435,1005795,0,0,0,2005-2007
738435,1005765,0,-30,30,2005-2007
738435,1005735,30,0,30,2005-2007
738465,1005705,0,-30,30,2005-2007
738465,1005675,30,0,30,2005-2007
738495,1005645,0,-30,30,2005-2007
738495,1005615,30,0,30,2005-2007
738525,1005585,0,-30,30,2005-2007
738555,1005555,0,0,0,2005-2007
738555,1005525,0,0,0,2005-2007
738585,1005495,0,0,0,2005-2007
738585,1005465,0,0,0,2005-2007
738615,1005435,-30,0,30,2005-2007
738615,1005405,0,0,0,2005-2007
738615,1005375,0,0,0,2005-2007
738645,1005345,0,0,0,2005-2007
738675,1005315,0,0,0,2005-2007
738705,1005285,-30,0,30,2005-2007
738705,1005255,0,0,0,2005-2007
738735,1005225,0,0,0,2005-2007
738765,1005195,-30,0,30,2005-2007
738795,1005165,-30,0,30,2005-2007
738825,1005135,-30,30,42.4264068711929,2005-2007
738825,1005105,-30,0,30,2005-2007
738825,1005075,-30,0,30,2005-2007
738855,1005045,-30,0,30,2005-2007
738885,1005015,-30,0,30,2005-2007
738885,1004985,0,0,0,2005-2007
738915,1004955,-30,0,30,2005-2007
738915,1004925,0,0,0,2005-2007
738945,1004895,-30,0,30,2005-2007
738945,1004865,0,0,0,2005-2007
738945,1004835,0,0,0,2005-2007
738975,1004805,0,0,0,2005-2007
739005,1004775,0,0,0,2005-2007
739035,1004745,-30,0,30,2005-2007
739035,1004715,0,0,0,2005-2007
739065,1004685,-30,0,30,2005-2007
739065,1004655,0,0,0,2005-2007
739095,1004625,0,0,0,2005-2007
739095,1004595,0,0,0,2005-2007
739125,1004565,0,0,0,2005-2007
739155,1004535,0,0,0,2005-2007
739155,1004505,0,-30,30,2005-2007
739185,1004475,0,-30,30,2005-2007
739215,1004445,0,0,0,2005-2007
739215,1004415,0,-30,30,2005-2007
739245,1004385,0,-30,30,2005-2007
739275,1004355,0,-30,30,2005-2007
739305,1004355,0,-30,30,2005-2007
739335,1004325,0,-30,30,2005-2007
739365,1004295,0,-30,30,2005-2007
739395,1004265,0,-30,30,2005-2007
739425,1004265,0,0,0,2005-2007
739455,1004235,0,-30,30,2005-2007
739485,1004205,0,-30,30,2005-2007
739515,1004205,0,0,0,2005-2007
739545,1004175,0,0,0,2005-2007
739575,1004145,0,0,0,2005-2007
739605,1004115,0,0,0,2005-2007
739635,1004085,0,-30,30,2005-2007
739665,1004055,0,-30,30,2005-2007
739695,1004025,0,-30,30,2005-2007
739725,1003995,0,-30,30,2005-2007
739755,1003965,0,-30,30,2005-2007
739755,1003935,30,-30,42.4264068711929,2005-2007
739785,1003905,30,-30,42.4264068711929,2005-2007
739815,1003905,0,-30,30,2005-2007
739845,1003905,0,0,0,2005-2007
739875,1003875,0,0,0,2005-2007
739905,1003845,0,-30,30,2005-2007
739935,1003815,0,-30,30,2005-2007
739965,1003785,0,-30,30,2005-2007
739995,1003755,0,-30,30,2005-2007
740025,1003725,0,-30,30,2005-2007
740055,1003695,0,-30,30,2005-2007
740085,1003665,0,-30,30,2005-2007
740115,1003635,0,0,0,2005-2007
740145,1003605,0,0,0,2005-2007
740175,1003575,0,0,0,2005-2007
740205,1003545,0,0,0,2005-2007
740235,1003515,0,0,0,2005-2007
740265,1003485,0,0,0,2005-2007
740295,1003455,0,0,0,2005-2007
740325,1003425,0,0,0,2005-2007
740355,1003395,0,0,0,2005-2007
740385,1003365,0,0,0,2005-2007
740415,1003335,0,0,0,2005-2007
740445,1003305,0,0,0,2005-2007
740445,1003275,0,-30,30,2005-2007
740475,1003245,0,-30,30,2005-2007
740505,1003215,0,-30,30,2005-2007
740535,1003185,0,0,0,2005-2007
740565,1003155,0,0,0,2005-2007
740595,1003125,0,0,0,2005-2007
740625,1003095,0,0,0,2005-2007
740625,1003065,0,-30,30,2005-2007
740655,1003035,0,-30,30,2005-2007
740685,1003005,0,-30,30,2005-2007
740715,1002975,30,-30,42.4264068711929,2005-2007
740745,1002945,30,-30,42.4264068711929,2005-2007
740775,1002915,0,-60,60,2005-2007
740805,1002885,30,-60,67.0820393249937,2005-2007
740835,1002855,30,-60,67.0820393249937,2005-2007
740865,1002825,30,-60,67.0820393249937,2005-2007
740895,1002795,0,-90,90,2005-2007
740925,1002765,60,-60,84.8528137423857,2005-2007
740955,1002735,60,-30,67.0820393249937,2005-2007
740985,1002705,30,-60,67.0820393249937,2005-2007
741015,1002675,30,-60,67.0820393249937,2005-2007
741045,1002675,0,-60,60,2005-2007
741075,1002645,30,-60,67.0820393249937,2005-2007
741105,1002645,30,-30,42.4264068711929,2005-2007
741135,1002615,30,0,30,2005-2007
741165,1002615,0,0,0,2005-2007
741195,1002585,0,0,0,2005-2007
741225,1002555,0,0,0,2005-2007
741255,1002525,0,0,0,2005-2007
741285,1002525,-30,0,30,2005-2007
741315,1002495,-30,0,30,2005-2007
741345,1002465,0,0,0,2005-2007
741375,1002435,0,0,0,2005-2007
741405,1002405,0,0,0,2005-2007
741435,1002375,0,0,0,2005-2007
741465,1002345,0,0,0,2005-2007
741495,1002315,0,0,0,2005-2007
741525,1002285,0,0,0,2005-2007
741555,1002285,-30,0,30,2005-2007
741585,1002255,0,0,0,2005-2007
741615,1002225,0,0,0,2005-2007
741645,1002195,0,0,0,2005-2007
741675,1002165,0,0,0,2005-2007
741705,1002135,0,0,0,2005-2007
741735,1002135,-30,0,30,2005-2007
741765,1002105,-30,0,30,2005-2007
741765,1002075,0,0,0,2005-2007
741765,1002045,0,-30,30,2005-2007
741765,1002015,30,0,30,2005-2007
741765,1001985,30,0,30,2005-2007
741795,1001955,0,0,0,2005-2007
741795,1001925,0,0,0,2005-2007
741795,1001895,0,0,0,2005-2007
741825,1001865,-30,0,30,2005-2007
741825,1001835,-30,0,30,2005-2007
741825,1001805,-30,0,30,2005-2007
741825,1001775,-30,0,30,2005-2007
741855,1001745,-30,30,42.4264068711929,2005-2007
741855,1001715,-30,0,30,2005-2007
741855,1001685,-30,0,30,2005-2007
741855,1001655,-30,0,30,2005-2007
741855,1001625,-30,0,30,2005-2007
741855,1001595,-30,0,30,2005-2007
741885,1001565,-30,30,42.4264068711929,2005-2007
741885,1001535,-30,0,30,2005-2007
741885,1001505,-30,0,30,2005-2007
741885,1001475,-30,0,30,2005-2007
741915,1001445,-30,30,42.4264068711929,2005-2007
741915,1001415,-30,0,30,2005-2007
741915,1001385,-30,0,30,2005-2007
741915,1001355,-30,0,30,2005-2007
741915,1001325,0,0,0,2005-2007
741945,1001295,-30,0,30,2005-2007
741945,1001265,-30,0,30,2005-2007
741945,1001235,0,0,0,2005-2007
741945,1001205,0,0,0,2005-2007
741975,1001175,-30,0,30,2005-2007
741975,1001145,-30,0,30,2005-2007
741975,1001115,0,0,0,2005-2007
741975,1001085,0,0,0,2005-2007
742005,1001055,-30,0,30,2005-2007
742005,1001025,0,0,0,2005-2007
742035,1000995,-30,0,30,2005-2007
742035,1000965,-30,0,30,2005-2007
742035,1000935,0,0,0,2005-2007
742035,1000905,0,0,0,2005-2007
742065,1000875,0,0,0,2005-2007
742065,1000845,0,-30,30,2005-2007
742095,1000815,0,0,0,2005-2007
742095,1000785,0,0,0,2005-2007
742125,1000755,0,0,0,2005-2007
742155,1000725,-30,0,30,2005-2007
742155,1000695,0,0,0,2005-2007
742185,1000665,0,0,0,2005-2007
742215,1000635,-30,0,30,2005-2007
742245,1000605,-30,0,30,2005-2007
742275,1000575,-30,0,30,2005-2007
742275,1000545,0,0,0,2005-2007
742305,1000515,0,0,0,2005-2007
742305,1000485,0,-30,30,2005-2007
742335,1000455,0,0,0,2005-2007
742365,1000425,0,0,0,2005-2007
742365,1000395,0,-30,30,2005-2007
742395,1000365,0,0,0,2005-2007
742425,1000335,0,0,0,2005-2007
742455,1000305,0,-30,30,2005-2007
742485,1000275,30,-30,42.4264068711929,2005-2007
742515,1000275,0,-30,30,2005-2007
742545,1000245,0,-30,30,2005-2007
742575,1000245,0,-30,30,2005-2007
742605,1000215,0,-30,30,2005-2007
742635,1000215,0,0,0,2005-2007
742665,1000185,0,-30,30,2005-2007
742695,1000155,0,-30,30,2005-2007
742725,1000155,0,0,0,2005-2007
742755,1000125,0,-30,30,2005-2007
742785,1000125,0,0,0,2005-2007
742815,1000095,0,0,0,2005-2007
742845,1000065,0,-30,30,2005-2007
742875,1000065,0,0,0,2005-2007
742905,1000035,0,0,0,2005-2007
742935,1000035,0,0,0,2005-2007
742965,1000035,-30,0,30,2005-2007
742995,1000035,0,30,30,2005-2007
743025,1000005,-30,0,30,2005-2007
743055,999975,0,0,0,2005-2007
743085,999975,-30,0,30,2005-2007
743115,999945,0,0,0,2005-2007
743145,999915,0,0,0,2005-2007
743175,999915,0,0,0,2005-2007
743205,999885,0,0,0,2005-2007
743235,999885,0,0,0,2005-2007
743265,999855,0,0,0,2005-2007
743295,999825,0,-30,30,2005-2007
743325,999795,0,-30,30,2005-2007
743355,999795,0,-30,30,2005-2007
743385,999765,0,-30,30,2005-2007
743415,999735,30,-30,42.4264068711929,2005-2007
743445,999735,0,-30,30,2005-2007
743475,999705,0,-30,30,2005-2007
743505,999705,0,0,0,2005-2007
743535,999675,0,-30,30,2005-2007
743565,999645,0,-30,30,2005-2007
743595,999615,30,-30,42.4264068711929,2005-2007
743625,999615,0,-30,30,2005-2007
743655,999585,0,-30,30,2005-2007
743685,999585,0,0,0,2005-2007
743715,999555,0,0,0,2005-2007
743745,999525,0,-30,30,2005-2007
743775,999525,0,0,0,2005-2007
743805,999495,0,0,0,2005-2007
743835,999465,0,0,0,2005-2007
743865,999435,0,-30,30,2005-2007
743895,999405,0,-30,30,2005-2007
743925,999405,0,0,0,2005-2007
743955,999375,0,-30,30,2005-2007
743985,999345,0,-30,30,2005-2007
744015,999315,0,-30,30,2005-2007
744045,999315,0,0,0,2005-2007
744075,999285,0,0,0,2005-2007
744105,999255,0,0,0,2005-2007
744135,999225,0,-30,30,2005-2007
744165,999225,0,0,0,2005-2007
744195,999195,0,0,0,2005-2007
744225,999165,0,-30,30,2005-2007
744255,999165,0,0,0,2005-2007
744285,999135,0,0,0,2005-2007
744315,999105,0,0,0,2005-2007
744345,999075,0,0,0,2005-2007
744375,999045,0,0,0,2005-2007
744405,999045,-30,0,30,2005-2007
744435,999015,-30,0,30,2005-2007
744435,998985,0,0,0,2005-2007
744465,998955,0,0,0,2005-2007
744495,998925,0,0,0,2005-2007
744525,998895,0,-30,30,2005-2007
744555,998865,0,-30,30,2005-2007
744555,998835,30,0,30,2005-2007
744585,998805,0,0,0,2005-2007
744615,998805,-30,0,30,2005-2007
744645,998775,-30,0,30,2005-2007
744675,998745,-30,0,30,2005-2007
744705,998715,-30,0,30,2005-2007
744735,998685,-30,0,30,2005-2007
744765,998655,0,0,0,2005-2007
744765,998625,0,-30,30,2005-2007
744795,998595,0,0,0,2005-2007
744825,998565,0,0,0,2005-2007
744855,998535,0,0,0,2005-2007
744885,998535,-30,0,30,2005-2007
744915,998505,-30,0,30,2005-2007
744915,998475,0,0,0,2005-2007
744945,998445,0,0,0,2005-2007
744975,998415,-30,0,30,2005-2007
745005,998385,0,0,0,2005-2007
745035,998355,0,0,0,2005-2007
745065,998325,-30,0,30,2005-2007
745095,998295,-30,0,30,2005-2007
745125,998265,-30,0,30,2005-2007
745155,998235,-30,0,30,2005-2007
745185,998205,-30,0,30,2005-2007
745215,998175,0,0,0,2005-2007
745245,998145,0,0,0,2005-2007
745275,998115,0,0,0,2005-2007
745305,998085,0,0,0,2005-2007
745335,998085,0,0,0,2005-2007
745365,998055,0,0,0,2005-2007
745395,998025,0,-30,30,2005-2007
745425,998025,0,0,0,2005-2007
745455,997995,0,0,0,2005-2007
745485,997965,0,-30,30,2005-2007
745515,997965,0,0,0,2005-2007
745545,997935,0,-30,30,2005-2007
745575,997935,0,0,0,2005-2007
745605,997905,0,0,0,2005-2007
745635,997905,0,0,0,2005-2007
745665,997905,-30,0,30,2005-2007
745695,997875,0,0,0,2005-2007
745725,997845,0,-30,30,2005-2007
745755,997845,0,0,0,2005-2007
745785,997815,0,-30,30,2005-2007
